Win/Loss (Fighter1),Fighter1,Fighter2,Weight Class,Winning Method,Round,Time,Win Rate (Fighter 1),Total Fights (Fighter 1),Win (Fighter 1),Lose (Fighter 1),Draw (Fighter 1),SLpM (Fighter 1),Str. Acc. (Fighter 1),SApM (Fighter 1),Str. Def (Fighter 1),TD Avg. (Fighter 1),TD Acc. (Fighter 1),TD Def. (Fighter 1),Sub. Avg. (Fighter 1),Win Rate (Fighter 2),Total Fights (Fighter 2),Win (Fighter 2),Lose (Fighter 2),Draw (Fighter 2),SLpM (Fighter 2),Str. Acc. (Fighter 2),SApM (Fighter 2),Str. Def (Fighter 2),TD Avg. (Fighter 2),TD Acc. (Fighter 2),TD Def. (Fighter 2),Sub. Avg. (Fighter 2)
Win,Thiago Moises,Mitch Ramirez,Lightweight,KO/TKO Kick,3,am,0.72,25,18,7,0,2.47,0.4,4.19,0.55,1.64,0.44,0.56,1.3,0.8,10,8,2,0,2.37,0.42,3.34,0.36,0.91,1,0,0
Win,Chad Anheliger,Charalampos Grigoriou,Bantamweight,U-DEC,3,am,0.65,20,13,7,0,3.6,0.45,3.11,0.53,0.82,0.3,0.42,0.6,0.67,12,8,4,0,2.13,0.4,5.56,0.46,3.75,0.8,1,0
Win,Sean O'Malley,Marlon Vera,Bantamweight,U-DEC,5,am,0.95,19,18,1,0,7.63,0.61,3.52,0.62,0.35,0.42,0.62,0.3,0.7,33,23,9,1,4.31,0.49,5.48,0.5,0.53,0.39,0.7,0.9
Win,Dustin Poirier,Benoit Saint Denis,Lightweight,KO/TKO Punch,2,am,0.79,38,30,8,0,5.45,0.51,4.36,0.53,1.33,0.36,0.63,1.4,0.87,15,13,2,0,5.7,0.54,4.98,0.42,4.76,0.37,0.69,1.5
Win,Michael Page,Kevin Holland,Welterweight,U-DEC,3,am,0.92,24,22,2,0,3.14,0.69,1.6,0.55,0.77,0.25,0.66,0,0.69,36,25,11,0,4.24,0.49,3.19,0.5,0.85,0.38,0.54,0.6
Win,Jack Della Maddalena,Gilbert Burns,Welterweight,KO/TKO Elbows,3,am,0.89,19,17,2,0,6.74,0.53,4.27,0.66,0.21,0.16,0.7,0.2,0.76,29,22,7,0,3.29,0.48,3.42,0.54,2.24,0.38,0.5,0.5
Win,Petr Yan,Song Yadong,Bantamweight,U-DEC,3,am,0.77,22,17,5,0,5.14,0.53,4.36,0.58,1.73,0.51,0.85,0.1,0.72,29,21,8,0,4.49,0.43,3.96,0.55,0.66,0.4,0.72,0.2
Win,Curtis Blaydes,Jailton Almeida,Heavyweight,KO/TKO Punches,2,am,0.82,22,18,4,0,3.53,0.5,1.83,0.59,5.72,0.53,0.31,0,0.87,23,20,3,0,2.54,0.64,0.74,0.4,6.88,0.59,0.75,2.2
Win,Maycee Barber,Katlyn Cerminara,Women's Flyweight,U-DEC,3,am,0.88,16,14,2,0,4.7,0.53,2.9,0.54,1.44,0.43,0.53,0.1,0.75,24,18,6,0,4.58,0.34,4.48,0.62,0.31,0.15,0.5,0.3
Win,Mateusz Gamrot,Rafael Dos Anjos,Lightweight,U-DEC,3,am,0.92,26,24,2,0,3.09,0.51,3.07,0.59,5.28,0.35,0.9,0.1,0.67,48,32,16,0,3.48,0.47,3.21,0.6,1.95,0.35,0.55,0.6
Win,Kyler Phillips,Pedro Munhoz,Bantamweight,U-DEC,3,am,0.86,14,12,2,0,5.72,0.45,3.38,0.61,2.41,0.46,0.75,0.5,0.69,29,20,9,0,5.32,0.43,6.23,0.56,0.51,0.18,0.82,0.5
Win,Philipe Lins,Ion Cutelaba,Light Heavyweight,U-DEC,3,am,0.78,23,18,5,0,3.8,0.49,3.59,0.46,1.65,0.33,1,0,0.63,27,17,10,0,4.44,0.43,3.43,0.47,4.17,0.57,0.76,0
Win,Michel Pereira,Michal Oleksiejczuk,Middleweight,SUB Rear Naked Choke,1,am,0.73,41,30,11,0,5.15,0.54,3.71,0.58,1.55,0.55,0.94,0.7,0.73,26,19,7,0,5.06,0.5,4.26,0.61,0.75,0.44,0.48,0
Win,Robelis Despaigne,Josh Parisian,Heavyweight,KO/TKO Punch,1,am,1,5,5,0,0,23.33,0.77,6.67,0.6,0,0,0,0,0.65,23,15,8,0,4.55,0.48,4.88,0.41,0.98,0.33,0.46,0.2
Win,Asu Almabayev,CJ Vergara,Flyweight,U-DEC,3,am,0.9,21,19,2,0,3.02,0.59,1.42,0.53,7.12,0.57,0,1.3,0.67,18,12,5,1,5.24,0.57,4.62,0.52,0,0,0.6,0.2
Win,Joanne Wood,Maryna Moroz,Women's Flyweight,S-DEC,3,am,0.68,25,17,8,0,7.1,0.51,4.89,0.51,1.52,0.55,0.58,0.3,0.65,17,11,6,0,4.42,0.33,4.89,0.51,0.7,0.24,0.42,0.6
Win,Jairzinho Rozenstruik,Shamil Gaziev,Heavyweight,KO/TKO,4,am,0.74,19,14,5,0,3.44,0.49,2.78,0.47,0,0,0.75,0,0.92,13,12,1,0,2.63,0.44,4.73,0.42,0.53,0.14,1,0.5
Win,Vitor Petrino,Tyson Pedro,Light Heavyweight,U-DEC,3,am,1,11,11,0,0,2.74,0.45,2.49,0.45,3.86,0.68,0.71,0.8,0.67,15,10,5,0,2.9,0.59,2.39,0.56,0.76,0.3,0.5,0.8
Win,Muhammad Mokaev,Alex Perez,Flyweight,U-DEC,3,am,1,12,12,0,0,1.53,0.48,1.36,0.57,5.75,0.41,0,1,0.75,32,24,8,0,4.12,0.46,3.14,0.59,2.26,0.44,0.82,1
